YEAR,PLAYER,TEAM,SALARY
2009,Dikembe Mutombo,Rockets,502007
2009,Mike Taylor,Clippers,500000
2009,Fred Jones,Clippers,459782
2009,Darius Miles,Grizzlies,450399
2009,Darnell Jackson,Cavaliers,450000
2009,Sonny Weems,Nuggets,442114
2009,Sean Singletary,Bobcats,442114
2009,Steven Hill,Thunder,442114
2009,Brandon Heath,Kings,442114
2009,Taj McCullough,Unknown,442114
2009,Dion Dowell,Unknown,442114
2009,Dwayne Mitchell,Unknown,442114
2010,Kobe Bryant,Lakers,23034375
2010,Jermaine O'Neal,Heat,23016000
2010,Tracy McGrady,Knicks,22843124
2010,Tim Duncan,Spurs,22183220
2010,Shaquille O'Neal,Cavaliers,21000000
2010,Dirk Nowitzki,Mavericks,19795714
2010,Paul Pierce,Celtics,19795712
2010,Ray Allen,Celtics,18776860
2010,Rashard Lewis,Magic,18010791
2010,Michael Redd,Bucks,17040000
2010,Pau Gasol,Lakers,16452000
2010,Andrei Kirilenko,Jazz,16452000
2010,Kevin Garnett,Celtics,16417044
2010,Amar'e Stoudemire,Suns,16378325
2010,Yao Ming,Rockets,16378325
2010,Gilbert Arenas,Wizards,16192080
2010,Vince Carter,Magic,16123250
2010,Zach Randolph,Grizzlies,16000000
2010,Kenyon Martin,Nuggets,15852511
2010,Chris Bosh,Raptors,15779912
2010,Carmelo Anthony,Nuggets,15779912
2010,Dwyane Wade,Heat,15779912
2010,Dwight Howard,Magic,15202590
2010,Joe Johnson,Hawks,14976754
2010,Elton Brand,76ers,14858472
2010,Richard Jefferson,Spurs,14200000
2010,Chris Paul,Hornets,13520500
2010,Deron Williams,Jazz,13520500
2010,Peja Stojakovic,Hornets,13392000
2010,Jason Richardson,Suns,13333332
2010,Steve Nash,Suns,13125000
2010,Tony Parker,Spurs,12600000
2010,Andrew Bynum,Lakers,12500000
2010,Carlos Boozer,Jazz,12323900
2010,Brad Miller,Bulls,12250000
2010,Andre Iguodala,76ers,12200000
2010,Erick Dampier,Mavericks,12115500
2010,Baron Davis,Clippers,12100000
2010,Chauncey Billups,Nuggets,12100000
2010,Samuel Dalembert,76ers,12025694
2010,Al Jefferson,Timberwolves,12000000
2010,Tyson Chandler,Bobcats,11700000
2010,Antawn Jamison,Wizards,11641095
2010,Richard Hamilton,Pistons,11375000
2010,Bobby Simmons,Nets,11242666
2010,Troy Murphy,Pacers,11047619
2010,Monta Ellis,Warriors,11000000
2010,Josh Howard,Wizards,10890000
2010,Josh Smith,Hawks,10800000
2010,Emeka Okafor,Hornets,10797500
2010,Manu Ginobili,Spurs,10728130
2010,Nene Hilario,Nuggets,10520000
2010,Eddy Curry,Knicks,10500423
2010,Chris Kaman,Clippers,10400000
2010,Luol Deng,Bulls,10365000
2010,Tayshaun Prince,Pistons,10324380
2010,Danny Granger,Pacers,10130500
2010,Al Harrington,Knicks,10026875
2010,Ben Gordon,Pistons,10000000
2010,Andrew Bogut,Bucks,10000000
2010,Mike Dunleavy,Pacers,9780992
2010,Caron Butler,Wizards,9780970
2010,Mike Miller,Wizards,9780937
2010,Kevin Martin,Kings,9680170
2010,Cuttino Mobley,Clippers,9500000
2010,Gerald Wallace,Bobcats,9500000
2010,Kirk Hinrich,Bulls,9500000
2010,Jamal Crawford,Hawks,9360000
2010,Marcus Camby,Blazers,9150000
2010,Jason Terry,Mavericks,9075000
2010,David West,Hornets,9075000
2010,Andris Biedrins,Warriors,9000000
2010,Boris Diaw,Bobcats,9000000
2010,Hedo Turkoglu,Raptors,9000000
2010,Corey Maggette,Warriors,8937931
2010,Mo Williams,Cavaliers,8860000
2010,Kenny Thomas,Kings,8775000
2010,Quentin Richardson,Heat,8700000
2010,T.J. Ford,Pacers,8500000
2010,Devin Harris,Nets,8400000
2010,Jose Calderon,Raptors,8219009
2010,Jason Kidd,Mavericks,8100000
2010,Jameer Nelson,Magic,8100000
2010,Mark Blount,Heat,7967375
2010,Etan Thomas,Thunder,7906088
2010,Paul Millsap,Jazz,7692932
2010,Stephen Jackson,Bobcats,7650000
2010,Darko Milicic,Knicks,7540000
2010,Andres Nocioni,Kings,7500000
2010,Marvin Williams,Hawks,7500000
2010,Lamar Odom,Lakers,7500000
2010,Marko Jaric,Nets,7100000
2010,Udonis Haslem,Heat,7100000
2010,David Lee,Knicks,7000000
2010,Shane Battier,Rockets,6939200
2010,Joel Przybilla,Blazers,6857725
2010,Dan Gadzuric,Bucks,6749260
2010,Andre Miller,Blazers,6730800
2010,Shawn Marion,Mavericks,6635068
2010,Tony Battie,Nets,6606600
2010,Antonio Daniels,76ers,6600000
2010,Leandro Barbosa,Suns,6600000
2010,Jerome James,Bulls,6600000
2010,Andrea Bargnani,Raptors,6527491
2010,Luke Ridnour,Bucks,6500000
2010,Charlie Villanueva,Pistons,6500000
2010,Jared Jeffries,Knicks,6466600
2010,Nazr Mohammed,Bobcats,6466600
2010,Mike James,Wizards,6466600
2010,John Salmons,Bucks,6429151
2010,Anderson Varejao,Cavaliers,6363636
2010,Nick Collison,Thunder,6250000
2010,Mike Bibby,Hawks,6217617
2010,Jason Kapono,76ers,6212960
2010,JR Smith,Nuggets,6171426
2010,Jeff Foster,Pacers,6077500
2010,Chris Duhon,Knicks,6031800
2010,DeSagana Diop,Bobcats,6031800
2010,Brendan Haywood,Wizards,6000000
2010,Rasheed Wallace,Celtics,5854000
2010,Metta World Peace,Lakers,5854000
2010,Marcin Gortat,Magic,5854000
2010,Trevor Ariza,Rockets,5854000
2010,LaMarcus Aldridge,Blazers,5844827
2010,Morris Peterson,Hornets,5800000
2010,Francisco Garcia,Kings,5800000
2010,Raymond Felton,Bobcats,5501196
2010,Greg Oden,Blazers,5361240
2010,Mickael Pietrus,Magic,5300000
2010,Adam Morrison,Lakers,5257229
2010,Raja Bell,Bobcats,5250000
2010,Speedy Claxton,Hawks,5209454
2010,Derrick Rose,Bulls,5184480
2010,Kyle Korver,Jazz,5163636
2010,Nenad Krstic,Thunder,5160832
2010,Derek Fisher,Lakers,5048000
2010,Sasha Vujacic,Lakers,5000000
2010,Jason Maxiell,Pistons,5000000
2010,Jarrett Jack,Raptors,5000000
2010,Nate Robinson,Knicks,5000000
2010,Blake Griffin,Clippers,4983480
2010,Lou Williams,76ers,4972500
2010,Reggie Evans,Raptors,4960000
2010,Luke Walton,Lakers,4840000
2010,Kevin Durant,Thunder,4796880
2010,Zaza Pachulia,Hawks,4750000
2010,Tyrus Thomas,Bobcats,4743598
2010,Matt Carroll,Mavericks,4700000
2010,Michael Beasley,Heat,4638600
2010,Drew Gooden,Clippers,4580735
2010,Marcus Banks,Raptors,4553793
2010,Darius Songaila,Hornets,4526000
2010,Antonio McDyess,Spurs,4500000
2010,Kendrick Perkins,Celtics,4500000
2010,Hasheem Thabeet,Grizzlies,4458840
2010,Trenton Hassell,Nets,4350000
2010,Martell Webster,Blazers,4344000
2010,James Jones,Heat,4330000
2010,Al Horford,Hawks,4307640
2010,Delonte West,Cavaliers,4254250
2010,O.J. Mayo,Grizzlies,4165560
2010,Ronny Turiaf,Warriors,4140000
2010,Bruce Bowen,Spurs,4100000
2010,Daniel Gibson,Cavaliers,4088500
2010,Greg Buckner,Grizzlies,4080915
2010,James Harden,Thunder,4004160
2010,Kwame Brown,Pistons,4000000
2010,Brandon Bass,Magic,4000000
2010,Steve Blake,Blazers,4000000
2010,Rasual Butler,Clippers,3945000
2010,Amir Johnson,Raptors,3941667
2010,Brandon Roy,Blazers,3910816
2010,Ryan Gomes,Timberwolves,3892500
2010,DeShawn Stevenson,Wizards,3883929
2010,Mike Conley,Grizzlies,3883800
2010,Kurt Thomas,Bucks,3800000
2010,Roger Mason Jr.,Spurs,3780000
2010,Russell Westbrook,Thunder,3755640
2010,CJ Miles,Jazz,3700000
2010,Steven Hunter,Grizzlies,3696000
2010,Willie Green,76ers,3682000
2010,Ramon Sessions,Timberwolves,3670667
2010,Chris Andersen,Nuggets,3650000
2010,Damien Wilkins,Timberwolves,3630000
2010,Tyreke Evans,Kings,3610080
2010,Charlie Bell,Bucks,3602960
2010,Travis Outlaw,Blazers,3600000
2010,Randy Foye,Wizards,3575761
2010,Keyon Dooling,Nets,3564000
2010,Jeff Green,Thunder,3516960
2010,Carlos Delfino,Bucks,3500000
2010,Brian Cook,Rockets,3500000
2010,Brian Scalabrine,Celtics,3413793
2010,Kevin Love,Timberwolves,3401040
2010,Marc Gasol,Grizzlies,3333333
2010,Luis Scola,Rockets,3284667
2010,Rudy Gay,Grizzlies,3280997
2010,Matt Bonner,Spurs,3256500
2010,Yi Jianlian,Nets,3194400
2010,Kelenna Azubuike,Warriors,3100000
2010,Danilo Gallinari,Knicks,3089040
2010,Glen Davis,Celtics,3000004
2010,Eduardo Najera,Nets,3000000
2010,Jamario Moon,Cavaliers,3000000
2010,Andray Blatche,Wizards,3000000
2010,Hakim Warrick,Bucks,3000000
2010,Chris Wilcox,Pistons,3000000
2010,Jonny Flynn,Timberwolves,2969280
2010,Corey Brewer,Timberwolves,2916120
2010,Kris Humphries,Nets,2900000
2010,Dorell Wright,Heat,2887165
2010,Eddie House,Knicks,2862000
2010,Mark Madsen,Timberwolves,2840000
2010,JJ Redick,Magic,2839408
2010,Eric Gordon,Clippers,2819880
2010,Hilton Armstrong,Kings,2801198
2010,Earl Watson,Pacers,2800000
2010,Thabo Sefolosha,Thunder,2759628
2010,Ronnie Brewer,Grizzlies,2717161
2010,Stephen Curry,Warriors,2710560
2010,Brandan Wright,Grizzlies,2671440
2010,Anthony Parker,Cavaliers,2644231
2010,Joe Alexander,Bulls,2583360
2010,Maurice Evans,Hawks,2500000
2010,Tony Allen,Celtics,2500000
2010,Michael Finley,Spurs,2500000
2010,Jordan Hill,Knicks,2483280
2010,Joakim Noah,Bulls,2455680
2010,Shawne Williams,Bucks,2416067
2010,Ricky Davis,Clippers,2400000
2010,D.J. Augustin,Bobcats,2374680
2010,Spencer Hawes,Kings,2332800
2010,David Andersen,Rockets,2314815
2010,Craig Smith,Clippers,2300000
2010,DeMar DeRozan,Raptors,2282640
2010,Brook Lopez,Nets,2255880
2010,Acie Law,Bobcats,2216160
2010,Ryan Hollins,Timberwolves,2183333
2010,Brandon Jennings,Bucks,2168520
2010,Chuck Hayes,Rockets,2147750
2010,Jerryd Bayless,Blazers,2143080
2010,Renaldo Balkman,Nuggets,2112417
2010,Thaddeus Young,76ers,2105400
2010,Ersan Ilyasova,Bucks,2100000
2010,Rajon Rondo,Celtics,2094923
2010,Jarvis Hayes,Nets,2062800
2010,Anthony Johnson,Magic,2062800
2010,Brent Barry,Rockets,2062800
2010,Terrence Williams,Nets,2060040
2010,Josh Boone,Nets,2056968
2010,Jason Thompson,Kings,2035920
2010,Kyle Lowry,Rockets,2034996
2010,Julian Wright,Hornets,2000040
2010,Jannero Pargo,Bulls,1990000
2010,Fabricio Oberto,Wizards,1990000
2010,Ronald Murray,Bobcats,1990000
2010,Channing Frye,Suns,1990000
2010,Gerald Henderson,Bobcats,1957080
2010,Jordan Farmar,Lakers,1947240
2010,Brandon Rush,Pacers,1934160
2010,Al Thornton,Wizards,1900200
2010,Mardy Collins,Clippers,1867742
2010,Tyler Hansbrough,Pacers,1859160
2010,Anthony Randolph,Warriors,1837560
2010,Goran Dragic,Suns,1836000
2010,Rodney Stuckey,Pistons,1805040
2010,Antoine Wright,Raptors,1800000
2010,Earl Clark,Suns,1766280
2010,Robin Lopez,Suns,1745520
2010,Nick Young,Wizards,1714800
2010,Francisco Elson,76ers,1700000
2010,Austin Daye,Pistons,1677840
2010,Marreese Speights,76ers,1658280
2010,J.J. Barea,Mavericks,1657500
2010,Sean Williams,Nets,1629120
2010,Hamed Haddadi,Grizzlies,1627779
2010,Solomon Jones,Pacers,1620000
2010,Matt Barnes,Magic,1600000
2010,Devean George,Warriors,1600000
2010,James Johnson,Bulls,1594080
2010,Sergio Rodriguez,Kings,1576696
2010,Roy Hibbert,Pacers,1575360
2010,Marco Belinelli,Raptors,1547640
2010,Oleksiy Pecherov,Timberwolves,1547640
2010,Jrue Holiday,76ers,1514280
2010,Sasha Pavlovic,Timberwolves,1500000
2010,JaVale McGee,Wizards,1496640
2010,Javaris Crittenton,Wizards,1477920
2010,Ty Lawson,Nuggets,1438680
2010,JJ Hickson,Cavaliers,1429200
2010,Jason Smith,76ers,1418880
2010,Jeff Teague,Hawks,1373880
2010,Alexis Ajinca,Bobcats,1372080
2010,Daequan Cook,Heat,1362120
2010,Roko-Leni Ukic,Bucks,1350000
2010,Eric Maynor,Jazz,1318920
2010,Ryan Anderson,Magic,1317120
2010,Jared Dudley,Suns,1307640
2010,Malik Allen,Nuggets,1300000
2010,Darren Collison,Hornets,1266120
2010,Courtney Lee,Nets,1264440
2010,Wilson Chandler,Knicks,1255440
2010,Ronnie Price,Jazz,1250000
2010,Kosta Koufos,Jazz,1214040
2010,Omri Casspi,Kings,1167000
2010,Rudy Fernandez,Blazers,1165320
2010,Serge Ibaka,Thunder,1120200
2010,Byron Mullens,Thunder,1120200
2010,Nicolas Batum,Blazers,1118760
2010,Aaron Brooks,Rockets,1118520
2010,Devin Brown,Bulls,1107572
2010,Arron Afflalo,Nuggets,1086240
2010,George Hill,Spurs,1081680
2010,Rodrigue Beaubois,Mavericks,1075440
2010,Alando Tucker,Suns,1071720
2010,Darrell Arthur,Grizzlies,1050480
2010,Chris Quinn,Nets,1050387
2010,Royal Ivey,76ers,1050000
2010,Taj Gibson,Bulls,1039800
2010,D.J. White,Thunder,1036440
2010,Quinton Ross,Wizards,1033342
2010,Steve Novak,Clippers,1031000
2010,James Singleton,Wizards,1030189
2010,J.R. Giddens,Knicks,1028880
2010,DeMarre Carroll,Grizzlies,1009680
2010,Wayne Ellington,Timberwolves,1003560
2010,C.J. Watson,Warriors,1000497
2010,Aaron Gray,Bulls,1000497
2010,Toney Douglas,Knicks,996240
2010,Ian Mahinmi,Spurs,989670
2010,Didier Ilunga-Mbenga,Lakers,959111
2010,Josh Powell,Lakers,959111
2010,Yakhouba Diawara,Heat,945000
2010,Zydrunas Ilgauskas,Cavaliers,925000
2010,Salim Stoudamire,Hawks,884881
2010,Kyle Weaver,Thunder,870968
2010,Kyrylo Fesenko,Jazz,870000
2010,Donte Greene,Kings,870000
2010,Mouhamed Sene,Knicks,855189
2010,Patrick O'Bryant,Raptors,855189
2010,Anthony Roberson,Bulls,855189
2010,Quincy Douby,Kings,855189
2010,Leon Powe,Cavaliers,855189
2010,Randolph Morris,Hawks,855189
2010,DeJuan Blair,Spurs,850000
2010,Ike Diogu,Knicks,825497
2010,James White,Knicks,825497
2010,Sean Marks,Hornets,825497
2010,Keith Bogans,Spurs,825497
2010,Marcus Williams,Grizzlies,825497
2010,Brian Skinner,Clippers,825497
2010,Jason Williams,Magic,825497
2010,Paul Davis,Wizards,825497
2010,Desmond Mason,Kings,825497
2010,Luther Head,Pacers,825497
2010,Will Bynum,Pistons,825497
2010,Sean May,Kings,825479
2010,Sam Young,Grizzlies,824200
2010,Ime Udoka,Kings,786650
2010,Mario Chalmers,Heat,756000
2010,Earl Boykins,Wizards,752659
2010,Jamaal Tinsley,Grizzlies,738091
2010,Sun Yue,Lakers,736420
2010,Dontell Jefferson,Hornets,736420
2010,Sonny Weems,Raptors,736420
2010,Mike Taylor,Clippers,736420
2010,Henry Walker,Knicks,736420
2010,Malik Hairston,Spurs,736420
2010,Nathan Jawai,Timberwolves,736420
2010,Joe Crawford,Knicks,736420
2010,Darnell Jackson,Bucks,736420
2010,Bobby Brown,Clippers,736420
2010,Othello Hunter,Hawks,736420
2010,Chase Budinger,Rockets,725000
2010,Jermaine Taylor,Rockets,725000
2010,Mike Wilks,Thunder,679821
2010,Allen Iverson,Grizzlies,650686
2010,Jodie Meeks,76ers,650000
2010,Chris Hunter,Warriors,632455
2010,Jonathan Bender,Knicks,597271
2010,Rafer Alston,Nets,475875
2010,DaJuan Summers,Pistons,457588
2010,Lester Hudson,Grizzlies,457588
2010,Jeff Ayres,Blazers,457588
2010,Derrick Byars,Grizzlies,457588
2010,Danny Green,Cavaliers,457588
2010,Derrick Brown,Bobcats,457588
2010,Trey Gilder,Grizzlies,457588
2010,A.J. Price,Pacers,457588
2010,Jon Brockman,Kings,457588
2010,Jonas Jerebko,Pistons,457588
2010,Mario West,Hawks,451595
2010,Anthony Tolliver,Blazers,427316
2010,Jerry Stackhouse,Bucks,422460
2010,Sundiata Gaines,Jazz,269169
2010,Shaun Livingston,Wizards,228226
2010,Travis Diener,Blazers,208802
2010,Chris Richard,Bulls,186271
2010,Larry Hughes,Bobcats,160244
2010,Reggie Williams,Warriors,118435
2011,Kobe Bryant,Lakers,24806250
2011,Rashard Lewis,Wizards,19573711
2011,Tim Duncan,Spurs,18835381
2011,Kevin Garnett,Celtics,18832044
2011,Michael Redd,Bucks,18300000
2011,Pau Gasol,Lakers,17823000
2011,Andrei Kirilenko,Jazz,17823000
2011,Gilbert Arenas,Wizards,17730694
2011,Yao Ming,Rockets,17686100
2011,Zach Randolph,Grizzlies,17666666
2011,Vince Carter,Suns,17522375
2011,Dirk Nowitzki,Mavericks,17278618
2011,Carmelo Anthony,Knicks,17149243
2011,Dwight Howard,Magic,16647180
2011,Kenyon Martin,Nuggets,16545454
2011,Amar'e Stoudemire,Knicks,16486611
2011,Joe Johnson,Hawks,16324500
2011,Elton Brand,76ers,15959099
2011,Chris Paul,Hornets,14940153
2011,Deron Williams,Jazz,14940153
2011,Chris Bosh,Heat,14500000
2011,LeBron James,Heat,14500000
2011,Jason Richardson,Suns,14444443
2011,Carlos Boozer,Bulls,14400000
2011,Dwyane Wade,Heat,14200000
2011,Baron Davis,Clippers,14000000
2011,Paul Pierce,Celtics,13876321
2011,Andrew Bynum,Lakers,13700000
2011,Rudy Gay,Grizzlies,13603750
2011,Brandon Roy,Blazers,13603750
2011,Tony Parker,Spurs,13500000
2011,Samuel Dalembert,Kings,13428129
2011,Antawn Jamison,Cavaliers,13358905
2011,Nick Collison,Thunder,13270000
2011,Chauncey Billups,Knicks,13150000
2011,Al Jefferson,Jazz,13000000
2011,Tyson Chandler,Mavericks,12600000
2011,Richard Hamilton,Pistons,12500000
2011,Andre Iguodala,76ers,12345250
2011,Manu Ginobili,Spurs,11854584
2011,Chris Kaman,Clippers,11800000
2011,Marcus Camby,Blazers,11749832
2011,Josh Smith,Hawks,11700000
2011,Eddy Curry,Heat,11530592
2011,Emeka Okafor,Hornets,11495000
2011,Nene Hilario,Nuggets,11360000
2011,Luol Deng,Bulls,11345000
2011,LaMarcus Aldridge,Blazers,11244000
2011,Tayshaun Prince,Pistons,11148760
2011,Monta Ellis,Warriors,11000000
2011,Andrew Bogut,Bucks,11000000
2011,Danny Granger,Pacers,10973202
2011,David Lee,Warriors,10800000
2011,Ben Gordon,Pistons,10800000
2011,Kevin Martin,Rockets,10600005
2011,Mike Dunleavy,Pacers,10561984
2011,Caron Butler,Mavericks,10561960
2011,Gerald Wallace,Bobcats,10500000
2011,Steve Nash,Suns,10310938
2011,Hedo Turkoglu,Suns,10215850
2011,Ray Allen,Celtics,10000000
2011,Mehmet Okur,Jazz,9945000
2011,Jason Terry,Mavericks,9873000
2011,Corey Maggette,Bucks,9600000
2011,Cuttino Mobley,Clippers,9500000
2011,Mo Williams,Clippers,9300000
2011,Kirk Hinrich,Wizards,9100000
2011,Rajon Rondo,Celtics,9090911
2011,Andris Biedrins,Warriors,9000000
2011,Boris Diaw,Bobcats,9000000
2011,Jose Calderon,Raptors,9000000
2011,Devin Harris,Jazz,8981000
2011,Jason Kidd,Mavericks,8610500
2011,Andrea Bargnani,Raptors,8500000
2011,T.J. Ford,Pacers,8500000
2011,Stephen Jackson,Bobcats,8453250
2011,Richard Jefferson,Spurs,8400000
2011,David West,Hornets,8287500
2011,Lamar Odom,Lakers,8200000
2011,John Salmons,Bucks,8000000
2011,Mark Blount,Heat,7967375
2011,Jameer Nelson,Magic,7800000
2011,Luis Scola,Rockets,7775378
2011,Joel Przybilla,Bobcats,7725470
2011,Paul Millsap,Jazz,7600000
2011,Shane Battier,Grizzlies,7354500
2011,Anderson Varejao,Cavaliers,7281818
2011,Andre Miller,Blazers,7269264
2011,Marvin Williams,Hawks,7262500
2011,JJ Redick,Magic,7250000
2011,Dan Gadzuric,Nets,7248325
2011,James Posey,Pacers,7148800
2011,Leandro Barbosa,Raptors,7100000
2011,Marko Jaric,Nets,7100000
2011,Shawn Marion,Mavericks,7055500
2011,Charlie Villanueva,Pistons,7020000
2011,Travis Outlaw,Nets,7000000
2011,Raymond Felton,Knicks,7000000
2011,Brendan Haywood,Mavericks,6900000
2011,Nazr Mohammed,Bobcats,6883800
2011,Vladimir Radmanovic,Warriors,6883800
2011,Andres Nocioni,76ers,6850000
2011,Greg Oden,Heat,6760524
2011,JR Smith,Nuggets,6757851
2011,Kendrick Perkins,Thunder,6696720
2011,Morris Peterson,Thunder,6665000
2011,Jeff Foster,Pacers,6655000
2011,Jason Kapono,76ers,6641440
2011,Tyrus Thomas,Bobcats,6611570
2011,Jerome James,Bulls,6600000
2011,Josh Childress,Suns,6500000
2011,Beno Udrih,Kings,6478600
2011,DeSagana Diop,Bobcats,6478600
2011,Mike James,Bulls,6466600
2011,Rasheed Wallace,Knicks,6322320
2011,Marcin Gortat,Suns,6322320
2011,Trevor Ariza,Hornets,6322320
2011,Kevin Durant,Thunder,6053663
2011,Andray Blatche,Wizards,5904152
2011,Al Harrington,Nuggets,5765000
2011,Drew Gooden,Bucks,5765000
2011,Jermaine O'Neal,Celtics,5765000
2011,Wesley Matthews,Blazers,5765000
2011,Kyle Lowry,Rockets,5750000
2011,Derrick Rose,Bulls,5546160
2011,Nenad Krstic,Thunder,5543116
2011,Francisco Garcia,Kings,5500000
2011,Sasha Vujacic,Nets,5475113
2011,Al Horford,Hawks,5444857
2011,Blake Griffin,Clippers,5357280
2011,Mickael Pietrus,Suns,5300000
2011,Luke Walton,Lakers,5260000
2011,Speedy Claxton,Hawks,5209454
2011,Channing Frye,Suns,5200000
2011,John Wall,Wizards,5144280
2011,Reggie Evans,Raptors,5080000
2011,Jason Maxiell,Pistons,5000000
2011,Amir Johnson,Raptors,5000000
2011,Linas Kleiza,Raptors,4995000
2011,Michael Beasley,Timberwolves,4962240
2011,Mike Conley,Grizzlies,4913077
2011,Antonio McDyess,Spurs,4860000
2011,Marcus Banks,Raptors,4847586
2011,Darius Songaila,76ers,4818000
2011,Martell Webster,Timberwolves,4800000
2011,Hasheem Thabeet,Grizzlies,4793280
2011,Ronnie Brewer,Bulls,4790000
2011,Evan Turner,76ers,4602720
2011,Jarrett Jack,Raptors,4600000
2011,Chris Andersen,Nuggets,4533300
2011,O.J. Mayo,Grizzlies,4456200
2011,Jeff Green,Thunder,4455988
2011,Charlie Bell,Warriors,4447792
2011,Brad Miller,Rockets,4400000
2011,Darko Milicic,Timberwolves,4325000
2011,James Harden,Thunder,4304520
2011,Matt Carroll,Bobcats,4300000
2011,Nikola Pekovic,Timberwolves,4275000
2011,Zaza Pachulia,Hawks,4251250
2011,Hakim Warrick,Suns,4250000
2011,Randy Foye,Clippers,4250000
2011,Nate Robinson,Thunder,4200000
2011,DeShawn Stevenson,Mavericks,4151786
2011,Derrick Favors,Jazz,4133280
2011,Bruce Bowen,Spurs,4100000
2011,Greg Buckner,Grizzlies,4080915
2011,Yi Jianlian,Wizards,4050499
2011,Russell Westbrook,Thunder,4017720
2011,Daniel Gibson,Cavaliers,4015334
2011,Brandon Bass,Magic,4000000
2011,Steve Blake,Lakers,4000000
2011,Luke Ridnour,Timberwolves,4000000
2011,Ryan Gomes,Clippers,4000000
2011,Willie Green,Hornets,3976000
2011,Ramon Sessions,Cavaliers,3964320
2011,Tyreke Evans,Kings,3880920
2011,Corey Brewer,Timberwolves,3875000
2011,Jordan Farmar,Nets,3750000
2011,Wesley Johnson,Timberwolves,3726600
2011,Derek Fisher,Lakers,3700000
2011,CJ Miles,Jazz,3700000
2011,Kevin Love,Timberwolves,3638280
2011,C.J. Watson,Bulls,3600000
2011,Marc Gasol,Grizzlies,3573333
2011,Timofey Mozgov,Knicks,3567096
2011,Dorell Wright,Warriors,3540000
2011,Carlos Delfino,Bucks,3500000
2011,Udonis Haslem,Heat,3500000
2011,Shaun Livingston,Bobcats,3500000
2011,Tiago Splitter,Spurs,3400000
2011,Brandan Wright,Nets,3398072
2011,DeMarcus Cousins,Kings,3374640
2011,Danilo Gallinari,Knicks,3304560
2011,Joel Anthony,Heat,3300000
2011,Kelenna Azubuike,Cavaliers,3300000
2011,Will Bynum,Pistons,3250000
2011,Thabo Sefolosha,Thunder,3250000
2011,Johan Petro,Nets,3250000
2011,Grant Hill,Suns,3240000
2011,Kris Humphries,Nets,3200000
2011,Jonny Flynn,Timberwolves,3192000
2011,Joakim Noah,Bulls,3128536
2011,Ekpe Udoh,Warriors,3065040
2011,Matt Bonner,Spurs,3050000
2011,Eric Gordon,Clippers,3016680
2011,Glen Davis,Celtics,3000004
2011,Josh Howard,Wizards,3000000
2011,Eduardo Najera,Bobcats,3000000
2011,Jamario Moon,Clippers,3000000
2011,Tony Allen,Grizzlies,3000000
2011,Chris Wilcox,Pistons,3000000
2011,Spencer Hawes,76ers,2974320
2011,Stephen Curry,Warriors,2913840
2011,Thaddeus Young,76ers,2901241
2011,Julian Wright,Raptors,2858057
2011,Anthony Parker,Cavaliers,2855769
2011,Mark Madsen,Timberwolves,2840000
2011,Greg Monroe,Pistons,2798040
2011,Rodney Stuckey,Pistons,2767126
2011,Sebastian Telfair,Timberwolves,2700000
2011,Jordan Hill,Rockets,2669520
2011,Nick Young,Wizards,2630503
2011,Al-Farouq Aminu,Clippers,2563320
2011,D.J. Augustin,Bobcats,2540000
2011,Maurice Evans,Wizards,2500000
2011,Dahntay Jones,Pacers,2500000
2011,David Andersen,Raptors,2500000
2011,DeMar DeRozan,Raptors,2453880
2011,Brook Lopez,Nets,2413320
2011,Ricky Davis,Clippers,2400000
2011,Marquis Daniels,Celtics,2388000
2011,Marco Belinelli,Hornets,2380270
2011,Gordon Hayward,Jazz,2356320
2011,Ryan Hollins,Cavaliers,2333333
2011,Brandon Jennings,Bucks,2331120
2011,Ersan Ilyasova,Bucks,2320500
2011,Craig Smith,Clippers,2300000
2011,Jerryd Bayless,Raptors,2292600
2011,Quentin Richardson,Magic,2265000
2011,Paul George,Pacers,2238360
2011,Lou Amundson,Warriors,2225000
2011,Terrence Williams,Nets,2214480
2011,Anthony Tolliver,Timberwolves,2200000
2011,Jason Smith,Hornets,2187913
2011,Jason Thompson,Kings,2178000
2011,Daequan Cook,Thunder,2169857
2011,Jared Dudley,Suns,2151068
2011,Shannon Brown,Lakers,2149200
2011,Wilson Chandler,Knicks,2130482
2011,Cole Aldrich,Thunder,2126520
2011,Gerald Henderson,Bobcats,2103840
2011,Keyon Dooling,Bucks,2080000
2011,Ben Wallace,Pistons,2080000
2011,Brandon Rush,Pacers,2069040
2011,Anthony Johnson,Magic,2062800
2011,Brent Barry,Rockets,2062800
2011,Xavier Henry,Grizzlies,2020200
2011,Aaron Brooks,Suns,2016692
2011,Tyler Hansbrough,Pacers,1998600
2011,Rasho Nesterovic,Raptors,1990000
2011,Chuck Hayes,Rockets,1972500
2011,Goran Dragic,Suns,1972000
2011,Anthony Randolph,Knicks,1965720
2011,Arron Afflalo,Nuggets,1959577
2011,Ed Davis,Raptors,1919160
2011,Earl Clark,Suns,1898760
2011,Robin Lopez,Suns,1867320
2011,Patrick Patterson,Rockets,1823280
2011,Dikembe Mutombo,Rockets,1823280
2011,J.J. Barea,Mavericks,1815000
2011,Austin Daye,Pistons,1803720
2011,Kurt Thomas,Bulls,1800000
2011,Marreese Speights,76ers,1773960
2011,Matt Barnes,Lakers,1765000
2011,Larry Sanders,Bucks,1731960
